Player;Date;Tournament;Surface;Level;Result;Round;Score;Opponent;A%;DF%;vA%;Pts/SG;MatchID;Year;IsTop100;Rank
Charles Broom;2024-01-29;Koblenz CH;Hard;C;W;Q2;6-4 7-6(6);Michael Geerts;7,32;7,32;6,33;7,45;2024-7652-251;2024,0;False;
Charles Broom;2024-01-29;Koblenz CH;Hard;C;W;Q1;7-6(5) 7-6(3);Patrick Zahraj;10,13;1,27;9,09;6,58;2024-7652-241;2024,0;False;
Charles Broom;2024-01-22;Ottignies-Louvain-la-Neuve CH;Hard;C;L;Q1;6-4 6-3;Maks Kasnikowski;20,45;9,09;3,77;4,89;2024-2837-240;2024,0;False;
Charles Broom;2024-01-01;Oeiras 1 CH;Hard;C;L;R32;6-3 6-7(1) 6-3;Valentin Royer;15,79;2,11;21,05;6,79;2024-2831-277;2024,0;False;
Charles Broom;2023-11-13;Drummondville CH;Hard;C;L;R16;3-6 6-4 6-1;Aziz Dougaz;10,39;2,6;13,89;5,92;2023-7235-290;2023,0;False;
Charles Broom;2023-11-13;Drummondville CH;Hard;C;W;R32;7-6(4) 4-6 6-2;Justin Boulais;4,39;5,26;6,93;7,6;2023-7235-279;2023,0;False;
Charles Broom;2023-11-06;Calgary CH;Hard;C;L;R32;6-2 6-3;Dominik Koepfer;3,77;13,21;5,66;5,89;2023-9128-285;2023,0;False;
Charles Broom;2023-10-02;Mouilleron-Le-Captif CH;Hard;C;L;R32;4-6 6-4 7-6(3);David Goffin;8,26;1,83;8,77;6,81;2023-6857-281;2023,0;False;
Charles Broom;2023-10-02;Mouilleron-Le-Captif CH;Hard;C;W;Q2;6-2 6-4;Antoine Bellier;12,0;4,0;13,73;5,56;2023-6857-252;2023,0;False;
Charles Broom;2023-10-02;Mouilleron-Le-Captif CH;Hard;C;W;Q1;6-2 3-6 6-0;Enzo Wallart;17,54;5,26;2,44;5,18;2023-6857-243;2023,0;False;
Charles Broom;2023-09-25;Orleans CH;Hard;C;L;Q1;7-6(4) 6-4;Arthur Fery;6,85;2,74;4,49;6,64;2023-2273-237;2023,0;False;
Charles Broom;2023-09-04;Cassis CH;Hard;C;L;R16;7-6(5) 6-4;Lucas Poullain;3,7;13,58;2,25;7,36;2023-9120-288;2023,0;False;
Charles Broom;2023-09-04;Cassis CH;Hard;C;W;R32;6-2 7-5;Aidan Mchugh;4,48;1,49;7,14;6,7;2023-9120-275;2023,0;False;
Charles Broom;2023-09-04;Cassis CH;Hard;C;W;Q2;6-2 6-4;Adria Soriano Barrera;2,13;0,0;3,08;5,22;2023-9120-253;2023,0;False;
Charles Broom;2023-09-04;Cassis CH;Hard;C;W;Q1;6-3 7-6(2);Johannes Haerteis;19,72;0,0;3,61;6,45;2023-9120-246;2023,0;False;
Charles Broom;2023-08-28;Mallorca CH;Hard;C;L;Q2;7-6(3) 4-6 6-4;Gastao Elias;8,91;2,97;6,31;6,31;2023-7973-249;2023,0;False;
Charles Broom;2023-08-28;Mallorca CH;Hard;C;W;Q1;7-5 4-6 6-2;Edas Butvilas;7,14;8,33;6,4;5,6;2023-7973-237;2023,0;False;
Charles Broom;2023-08-14;Grodzisk Mazowiecki CH;Hard;C;L;R16;6-4 6-4;Jesper De Jong;6,15;4,62;9,59;6,5;2023-2789-289;2023,0;False;
Charles Broom;2023-08-14;Grodzisk Mazowiecki CH;Hard;C;W;R32;6-1 3-6 6-2;Ricardas Berankis;5,0;7,5;3,8;6,67;2023-2789-276;2023,0;False;
Charles Broom;2023-07-03;Wimbledon;Grass;G;L;Q2;6-3 6-4;Dennis Novak;12,66;3,8;10,0;8,78;2023-540-779;2023,0;False;
Charles Broom;2023-07-03;Wimbledon;Grass;G;W;Q1;6-4 6-7(4) 6-3;Alessandro Giannessi;11,32;2,83;5,88;6,24;2023-540-730;2023,0;False;
Charles Broom;2023-06-19;Ilkley CH;Grass;C;L;QF;6-7(3) 6-3 7-6(2);Zsombor Piros;8,82;5,88;10,83;6,38;2023-9005-294;2023,0;False;
Charles Broom;2023-06-19;Ilkley CH;Grass;C;W;R16;6-1 6-4;Raul Brancaccio;23,08;3,08;2,08;7,22;2023-9005-286;2023,0;False;
Charles Broom;2023-06-19;Ilkley CH;Grass;C;W;R32;7-6(5) 6-2;Gijs Brouwer;14,93;5,97;7,35;6,7;2023-9005-270;2023,0;False;
Charles Broom;2023-06-19;Ilkley CH;Grass;C;W;Q2;7-6(1) 6-7(5) 7-6(6);Dennis Novak;7,58;6,06;4,9;7,33;2023-9005-253;2023,0;False;
Charles Broom;2023-06-19;Ilkley CH;Grass;C;W;Q1;6-2 3-0 RET;Franco Agamenone;2,86;8,57;0,0;5,83;2023-9005-245;2023,0;False;
Charles Broom;2023-06-12;Nottingham CH;Grass;C;L;Q1;7-5 6-3;Abedallah Shelbayh;10,34;6,9;14,81;5,8;2023-7740-247;2023,0;False;
Charles Broom;2023-06-05;Surbiton CH;Grass;C;L;Q1;6-4 6-4;Bu Yunchaokete;7,69;5,77;7,81;5,2;2023-7297-248;2023,0;False;
Charles Broom;2023-05-15;Tunis CH;Clay;C;L;Q1;6-2 6-3;Jesper De Jong;4,44;6,67;2,86;5,62;2023-1541-247;2023,0;False;
Charles Broom;2023-04-17;Oeiras 3 CH;Clay;C;L;Q1;6-2 7-5;Cezar Cretu;1,37;5,48;3,85;7,3;2023-9514-241;2023,0;False;
Charles Broom;2023-03-20;Saint Brieuc CH;Hard;C;L;R32;7-6(5) 1-6 6-3;Maxime Janvier;10,64;1,06;13,1;6,71;2023-1796-284;2023,0;False;
Charles Broom;2023-02-20;Rovereto CH;Hard;C;L;R16;4-6 6-1 6-2;Giulio Zeppieri;8,7;5,8;7,95;5,75;2023-2849-291;2023,0;False;
Charles Broom;2023-02-20;Rovereto CH;Hard;C;W;R32;6-2 4-0 RET;Andrea Arnaboldi;17,24;0,0;1,92;4,83;2023-2849-280;2023,0;False;
Charles Broom;2023-02-20;Rovereto CH;Hard;C;W;Q2;6-7(4) 7-5 6-4;Evgeny Donskoy;1,92;0,0;4,84;6,12;2023-2849-250;2023,0;False;
Charles Broom;2023-02-13;Cherbourg CH;Hard;C;L;Q1;6-2 6-4;Gauthier Onclin;13,79;5,17;5,45;6,44;2023-0398-248;2023,0;False;
Charles Broom;2023-02-06;Vilnius CH;Hard;C;L;Q1;6-4 2-6 6-3;Saba Purtseladze;13,04;4,35;18,35;5,31;2023-2845-238;2023,0;False;
Charles Broom;2023-01-23;Ottignies Louvain CH;Hard;C;L;Q1;1-6 6-4 7-6(4);Ernests Gulbis;6,25;6,25;4,0;6,86;2023-2837-239;2023,0;False;
Charles Broom;2022-11-14;Drummondville CH;Hard;C;L;QF;6-0 7-5;Michael Mmoh;6,94;4,17;15,69;8,0;2022-7235-294;2022,0;False;
Charles Broom;2022-11-14;Drummondville CH;Hard;C;W;R16;6-4 6-2;Gabriel Diallo;7,55;1,89;8,33;5,89;2022-7235-287;2022,0;False;
Charles Broom;2022-11-14;Drummondville CH;Hard;C;W;R32;6-4 1-0 RET;Max Hans Rehberg;0,0;2,94;0,0;6,8;2022-7235-272;2022,0;False;
Charles Broom;2022-11-07;Calgary CH;Hard;C;L;R16;4-6 6-4 6-3;Aleksandar Vukic;9,2;9,2;12,24;6,21;2022-9128-288;2022,0;False;
Charles Broom;2022-11-07;Calgary CH;Hard;C;W;R32;3-6 6-3 6-4;Arthur Fery;7,69;4,4;9,78;6,5;2022-9128-275;2022,0;False;
Charles Broom;2022-10-31;Charlottesville CH;Hard;C;L;Q2;6-2 2-6 6-2;Nathan Ponwith;3,95;5,26;4,71;6,33;2022-6055-250;2022,0;False;
Charles Broom;2022-10-31;Charlottesville CH;Hard;C;W;Q1;7-6(4) 6-7(3) 6-4;Eduardo Nava;12,5;5,36;8,05;6,59;2022-6055-240;2022,0;False;
Charles Broom;2022-10-10;Fairfield CH;Hard;C;L;R32;7-5 4-6 6-3;Juncheng Shang;2,47;3,7;4,3;5,4;2022-7339-277;2022,0;False;
Charles Broom;2022-10-03;Tiburon CH;Hard;C;L;R32;6-3 6-3;Enzo Couacaud;4,84;1,61;12,28;6,89;2022-1768-282;2022,0;False;
Charles Broom;2022-09-26;Charleston CH;Hard;C;L;R32;6-3 7-5;Juan Pablo Ficovich;4,05;1,35;9,09;7,4;2022-2803-292;2022,0;False;
Charles Broom;2022-09-19;Columbus CH;Hard;C;L;R32;7-6(5) 6-2;Jordan Thompson;11,11;4,94;23,53;8,1;2022-8281-285;2022,0;False;
Charles Broom;2022-09-05;Nonthaburi 3 CH;Hard;C;L;R32;6-3 6-2;Sho Shimabukuro;2,22;2,22;8,33;5,62;2022-2801-283;2022,0;False;
Charles Broom;2022-08-29;Nonthaburi 2 CH;Hard;C;L;QF;6-1 1-6 6-3;Omar Jasika;8,22;1,37;1,83;6,64;2022-2795-294;2022,0;False;
Charles Broom;2022-08-29;Nonthaburi 2 CH;Hard;C;W;R16;3-6 6-3 7-6(7);Ben Patael;9,73;5,31;7,76;7,53;2022-2795-286;2022,0;False;
Charles Broom;2022-08-29;Nonthaburi 2 CH;Hard;C;W;R32;7-5 7-6(4);Tristan Schoolkate;15,07;2,74;8,33;6,08;2022-2795-271;2022,0;False;
Charles Broom;2022-08-29;Nonthaburi 2 CH;Hard;C;W;Q2;6-4 7-6(2);Dominik Palan;11,67;0,0;19,7;5,45;2022-2795-254;2022,0;False;
Charles Broom;2022-08-29;Nonthaburi 2 CH;Hard;C;W;Q1;6-4 6-4;Sidharth Rawat;10,14;4,35;4,0;6,9;2022-2795-248;2022,0;False;
Charles Broom;2022-08-22;Nonthaburi 1 CH;Hard;C;L;Q1;3-6 6-1 6-4;Timo Legout;6,58;3,95;7,79;5,85;2022-2791-244;2022,0;False;
Charles Broom;2022-07-04;Porto CH;Hard;C;L;Q1;6-4 6-3;Daniel Rodrigues;1,67;6,67;3,03;6,67;2022-9526-243;2022,0;False;
Charles Broom;2022-06-27;Wimbledon;Grass;G;L;Q1;6-3 7-5;Dimitar Kuzmanov;4,29;5,71;2,78;7,0;2022-540-133;2022,0;False;
Charles Broom;2022-06-13;Ilkley CH;Grass;C;L;R32;7-6(1) 7-6(1);Daniel Cox;4,88;7,32;2,35;6,83;2022-9005-283;2022,0;False;
Charles Broom;2022-06-13;Ilkley CH;Grass;C;W;Q2;7-6(9) 6-4;Jason Jung;4,4;2,2;5,19;8,27;2022-9005-253;2022,0;False;
Charles Broom;2022-06-13;Ilkley CH;Grass;C;W;Q1;6-4 6-1;Gilles Simon;14,89;2,13;1,47;5,88;2022-9005-246;2022,0;False;
Charles Broom;2022-06-06;Nottingham CH;Grass;C;L;Q2;6-3 6-7(5) 6-3;Henri Squire;11,9;2,38;16,48;6,0;2022-7740-249;2022,0;False;
Charles Broom;2022-06-06;Nottingham CH;Grass;C;W;Q1;7-5 6-4;Daniel Cukierman;4,05;2,7;1,89;6,73;2022-7740-238;2022,0;False;
Charles Broom;2022-05-30;Surbiton CH;Grass;C;L;Q1;7-6(3) 4-6 6-4;Aidan Mchugh;8,18;0,91;6,12;6,88;2022-7297-239;2022,0;False;
Charles Broom;2022-03-07;Monterrey CH;Hard;C;L;Q1;7-6(4) 6-4;Luis Patino;18,18;9,09;2,56;7,0;2022-7351-247;2022,0;False;
Chris Rodesch;2026-07-13;Pozoblanco Challenger;Hard;C;W;R16;6-1 7-6(4);Paul Inchauspe;5,56;0,0;2,99;7,2;2026-0472-388;2026,0;False;191,0
Chris Rodesch;2026-07-13;Pozoblanco Challenger;Hard;C;W;R32;7-6(9) 4-6 6-4;Mert Alkaya;9,17;4,59;9,62;6,81;2026-0472-380;2026,0;False;191,0
Chris Rodesch;2026-07-13;Pozoblanco CH;Hard;C;W;F;6-4 2-6 7-6(5);Ilya Ivashka;5,05;4,04;7,53;6,6;2026-0472-385;2026,0;False;
Chris Rodesch;2026-07-13;Pozoblanco CH;Hard;C;W;SF;6-3 6-4;Akira Santillan;6,38;0,0;3,03;4,7;2026-0472-384;2026,0;False;
Chris Rodesch;2026-07-13;Pozoblanco CH;Hard;C;W;QF;5-7 7-6(3) 7-5;Oliver Crawford;10,78;3,92;3,7;5,67;2026-0472-382;2026,0;False;
Chris Rodesch;2026-07-13;Pozoblanco CH;Hard;C;W;R16;6-1 7-6(4);Paul Inchauspe;5,56;0,0;2,99;7,2;2026-0472-378;2026,0;False;
Chris Rodesch;2026-07-13;Pozoblanco CH;Hard;C;W;R32;7-6(9) 4-6 6-4;Mert Alkaya;9,17;4,59;9,62;6,81;2026-0472-370;2026,0;False;
Chris Rodesch;2026-06-15;Dublin Challenger;Grass;C;L;R32;6-3 6-4;Grigor Dimitrov;8,62;1,72;9,8;6,44;2026-3115-367;2026,0;False;191,0
Chris Rodesch;2026-06-15;Dublin CH;Grass;C;L;R32;6-3 6-4;Grigor Dimitrov;8,62;1,72;9,8;6,44;2026-3115-362;2026,0;False;
Chris Rodesch;2026-06-08;Ilkley Challenger;Grass;C;L;R32;7-6(7) 7-5;Bu Yunchaokete;11,11;0,0;6,85;6,75;2026-9005-381;2026,0;False;191,0
Chris Rodesch;2026-05-11;Zagreb CH;Clay;C;L;QF;6-7(0) 6-3 7-5;Jan Choinski;8,51;3,19;5,04;5,88;2026-9500-382;2026,0;False;
Chris Rodesch;2026-05-11;Zagreb CH;Clay;C;W;R16;6-1 6-2;Luka Mikrut;0,0;0,0;7,69;5,12;2026-9500-377;2026,0;False;
Chris Rodesch;2026-05-11;Zagreb CH;Clay;C;W;R32;5-7 6-4 6-2;Stefan Dostanic;5,94;5,94;4,72;6,73;2026-9500-367;2026,0;False;
Chris Rodesch;2026-05-06;Rome Masters;Clay;M;L;Q1;6-4 6-3;Dino Prizmic;0,0;6,56;4,08;6,1;2026-0416-260;2026,0;False;
Chris Rodesch;2026-04-22;Madrid Masters;Clay;M;L;Q2;6-4 6-4;Dusan Lajovic;18,52;11,11;7,84;5,4;2026-1536-263;2026,0;False;
Chris Rodesch;2026-04-22;Madrid Masters;Clay;M;W;Q1;7-6(2) 6-2;Rinky Hijikata;15,25;3,39;8,62;5,9;2026-1536-240;2026,0;False;
Chris Rodesch;2026-04-13;Oeiras 3 CH;Clay;C;L;R32;6-4 7-6(4);Moez Echargui;5,81;5,81;2,56;7,82;2026-9514-365;2026,0;False;
Chris Rodesch;2026-04-06;Madrid CH;Clay;C;L;R32;5-7 6-2 6-1;Franco Agamenone;1,25;1,25;0,0;5,71;2026-9687-359;2026,0;False;
Chris Rodesch;2026-03-23;Morelia CH;Hard;C;L;QF;4-0 RET;Nicolas Mejia;5,0;10,0;5,56;10,0;2026-2991-381;2026,0;False;
Chris Rodesch;2026-03-23;Morelia CH;Hard;C;W;R16;6-4 6-4;Marc Polmans;13,11;4,92;4,62;6,1;2026-2991-375;2026,0;False;
Chris Rodesch;2026-03-23;Morelia CH;Hard;C;W;R32;6-3 6-3;Oliver Crawford;19,64;5,36;3,7;6,22;2026-2991-363;2026,0;False;
Chris Rodesch;2026-03-18;Miami Masters;Hard;M;L;Q1;6-2 6-4;Adam Walton;26,42;7,55;19,3;5,89;2026-0403-252;2026,0;False;
Chris Rodesch;2026-01-26;Oeiras 2 CH;Hard;C;W;F;6-3 7-5;Daniil Glinka;4,41;2,94;4,94;6,18;2026-2833-385;2026,0;False;
Chris Rodesch;2026-01-26;Oeiras 2 CH;Hard;C;W;SF;6-4 6-4;Alexis Galarneau;2,86;7,14;2,41;7,0;2026-2833-384;2026,0;False;
Chris Rodesch;2026-01-26;Oeiras 2 CH;Hard;C;W;QF;6-4 6-4;Inaki Montes De La Torre;15,79;3,51;1,64;5,7;2026-2833-382;2026,0;False;
Chris Rodesch;2026-01-26;Oeiras 2 CH;Hard;C;W;R32;6-3 0-0 RET;Elmer Moller;3,57;3,57;4,17;5,6;2026-2833-370;2026,0;False;
Chris Rodesch;2026-01-19;Oeiras 1 CH;Hard;C;W;F;6-4 4-6 6-2;Zsombor Piros;8,24;3,53;0,0;6,07;2026-2831-385;2026,0;False;
Chris Rodesch;2026-01-19;Oeiras 1 CH;Hard;C;W;SF;7-6(5) 7-6(7);Vilius Gaubas;4,0;0,0;1,8;6,25;2026-2831-384;2026,0;False;
Chris Rodesch;2026-01-19;Oeiras 1 CH;Hard;C;W;QF;6-3 7-6(3);Mats Rosenkranz;12,68;5,63;6,9;6,45;2026-2831-382;2026,0;False;
Chris Rodesch;2026-01-19;Oeiras 1 CH;Hard;C;W;R16;6-4 6-3;Jurij Rodionov;3,28;3,28;9,8;6,1;2026-2831-377;2026,0;False;
Chris Rodesch;2026-01-19;Oeiras 1 CH;Hard;C;W;R32;6-3 6-2;August Holmgren;2,04;2,04;0,0;5,44;2026-2831-368;2026,0;False;
Chris Rodesch;2026-01-19;Australian Open;Hard;G;L;Q2;7-6(10) 6-3;Rafael Jodar;2,99;4,48;1,32;6,7;2026-580-792;2026,0;False;
Chris Rodesch;2026-01-19;Australian Open;Hard;G;W;Q1;6-3 6-4;Billy Harris;12,33;6,85;8,7;7,3;2026-580-756;2026,0;False;
Chris Rodesch;2026-01-05;Canberra CH;Hard;C;L;R16;7-6(5) 7-6(3);Sho Shimabukuro;16,67;2,56;7,32;6,5;2026-7393-371;2026,0;False;
Chris Rodesch;2026-01-05;Canberra CH;Hard;C;W;R32;7-6(4) 6-2;Luca Nardi;12,07;1,72;0,0;5,8;2026-7393-355;2026,0;False;
Chris Rodesch;2026-01-05;Canberra CH;Hard;C;W;Q2;7-6(5) 6-3;Martin Damm;9,84;0,0;18,75;5,55;2026-7393-349;2026,0;False;
Chris Rodesch;2026-01-05;Canberra CH;Hard;C;W;Q1;7-6(2) 3-6 7-5;Alex Molcan;17,14;9,52;9,48;6,56;2026-7393-337;2026,0;False;
Chris Rodesch;2025-11-03;Helsinki CH;Hard;C;L;R16;4-6 6-2 6-3;Giulio Zeppieri;13,04;8,7;11,46;5,31;2025-8310-375;2025,0;False;
Chris Rodesch;2025-11-03;Helsinki CH;Hard;C;W;R32;6-4 6-7(3) 6-4;Justin Engel;11,82;8,18;7,22;6,88;2025-8310-364;2025,0;False;
Chris Rodesch;2025-10-27;Bratislava 2 CH;Hard;C;L;SF;7-5 6-3;Titouan Droguet;11,86;1,69;4,41;5,9;2025-0444-383;2025,0;False;
Chris Rodesch;2025-10-27;Bratislava 2 CH;Hard;C;W;QF;7-6(7) 6-7(1) 6-4;Eliot Spizzirri;18,35;3,67;6,14;6,41;2025-0444-379;2025,0;False;
Chris Rodesch;2025-10-27;Bratislava 2 CH;Hard;C;W;R16;7-6(2) 5-7 7-5;Mackenzie Mcdonald;16,24;2,56;3,54;6,5;2025-0444-371;2025,0;False;
Chris Rodesch;2025-10-27;Bratislava 2 CH;Hard;C;W;R32;6-4 6-4;Alejandro Tabilo;26,79;3,57;6,06;5,6;2025-0444-355;2025,0;False;
Chris Rodesch;2025-10-27;Bratislava 2 CH;Hard;C;W;Q2;4-6 7-6(5) 6-3;Marko Topo;13,33;4,76;8,08;6,56;2025-0444-351;2025,0;False;
Chris Rodesch;2025-10-27;Bratislava 2 CH;Hard;C;W;Q1;6-1 7-6(7);Daniel Masur;21,43;1,43;6,45;7,0;2025-0444-344;2025,0;False;
Chris Rodesch;2025-10-20;Hamburg CH;Hard;C;L;R16;5-7 3-1 RET;Tom Gentzsch;12,5;1,79;22,45;7,0;2025-8297-371;2025,0;False;
Chris Rodesch;2025-10-20;Hamburg CH;Hard;C;W;R32;4-6 7-6(3) 6-4;Maxim Mrva;6,67;3,81;2,91;6,56;2025-8297-355;2025,0;False;
Chris Rodesch;2025-10-06;Roanne CH;Hard;C;L;R32;6-4 7-6(5);Dominic Stricker;13,11;1,64;3,03;5,55;2025-9625-369;2025,0;False;
Chris Rodesch;2025-09-29;Mouilleron le Captif CH;Hard;C;L;R32;6-3 7-6(6);Francesco Passaro;10,14;1,45;5,97;6,9;2025-6857-359;2025,0;False;
Chris Rodesch;2025-09-22;Orleans CH;Hard;C;L;R16;6-4 6-2;Mark Lajal;10,94;6,25;14,58;7,11;2025-2273-374;2025,0;False;
Chris Rodesch;2025-09-22;Orleans CH;Hard;C;W;R32;6-1 2-6 6-4;Arthur Bouquier;9,88;7,41;7,14;6,23;2025-2273-361;2025,0;False;
Chris Rodesch;2025-06-30;Wimbledon;Grass;G;L;R128;7-6(8) 6-4 6-4;Cristian Garin;6,73;4,81;6,25;6,5;2025-540-146;2025,0;False;
Chris Rodesch;2025-06-30;Wimbledon;Grass;G;W;Q3;6-3 6-4 0-6 7-6(4);Marton Fucsovics;5,79;1,65;5,22;6,37;2025-540-796;2025,0;False;
Chris Rodesch;2025-06-30;Wimbledon;Grass;G;W;Q2;6-1 6-3;Mark Lajal;14,29;2,38;0,0;5,25;2025-540-765;2025,0;False;
Chris Rodesch;2025-06-30;Wimbledon;Grass;G;W;Q1;6-2 6-4;Matteo Gigante;11,67;1,67;1,56;6,67;2025-540-703;2025,0;False;
Chris Rodesch;2025-06-16;Nottingham 2 CH;Grass;C;L;Q2;3-6 6-3 7-6(2);James Mccabe;10,11;3,37;7,45;5,93;2025-7740-350;2025,0;False;
Chris Rodesch;2025-06-16;Nottingham 2 CH;Grass;C;W;Q1;7-6(5) 3-6 6-3;Mikhail Kukushkin;17,59;1,85;3,92;7,2;2025-7740-339;2025,0;False;
Chris Rodesch;2025-06-09;Ilkley CH;Grass;C;L;R32;6-1 6-4;James Trotter;6,67;2,22;12,5;5,62;2025-9005-369;2025,0;False;
Chris Rodesch;2025-05-26;Vicenza CH;Clay;C;L;SF;6-4 6-3;Chun Hsin Tseng;2,86;7,14;3,92;7,0;2025-7015-384;2025,0;False;
Chris Rodesch;2025-05-26;Vicenza CH;Clay;C;W;QF;6-3 6-1;Facundo Mena;5,77;1,92;3,7;6,5;2025-7015-381;2025,0;False;
Chris Rodesch;2025-05-26;Vicenza CH;Clay;C;W;R16;6-4 6-3;Martin Klizan;15,52;6,9;0,0;5,8;2025-7015-376;2025,0;False;
Chris Rodesch;2025-05-26;Vicenza CH;Clay;C;W;R32;6-4 6-3;Mathys Erhard;3,51;1,75;7,27;5,7;2025-7015-366;2025,0;False;
Chris Rodesch;2025-05-26;Roland Garros;Clay;G;L;Q1;7-6(5) 6-4;Ugo Blanchet;3,75;6,25;4,65;7,27;2025-520-192;2025,0;False;
Chris Rodesch;2025-05-12;Tunis CH;Clay;C;L;SF;6-2 1-6 6-2;Titouan Droguet;1,43;7,14;1,16;6,36;2025-1541-384;2025,0;False;
Chris Rodesch;2025-05-12;Tunis CH;Clay;C;W;QF;6-3 6-4;Valentin Royer;3,57;0,0;0,0;5,6;2025-1541-382;2025,0;False;
Chris Rodesch;2025-05-12;Tunis CH;Clay;C;W;R16;6-1 6-4;Maxim Mrva;4,05;8,11;3,28;8,22;2025-1541-377;2025,0;False;
Chris Rodesch;2025-05-12;Tunis CH;Clay;C;W;R32;6-3 7-6(6);Henri Squire;8,82;4,41;3,57;6,18;2025-1541-367;2025,0;False;
Chris Rodesch;2025-04-21;Savannah CH;Clay;C;L;R32;7-6(6) 3-6 7-6(3);Andres Martin;2,46;4,92;4,59;7,18;2025-5067-357;2025,0;False;
Chris Rodesch;2025-04-14;Tallahassee CH;Clay;C;W;F;4-6 6-3 6-4;Emilio Nava;1,14;4,55;3,12;5,87;2025-0692-385;2025,0;False;
Chris Rodesch;2025-04-14;Tallahassee CH;Clay;C;W;SF;6-2 1-6 6-4;Andrea Collarini;6,33;5,06;1,18;6,08;2025-0692-383;2025,0;False;
Chris Rodesch;2025-04-14;Tallahassee CH;Clay;C;W;QF;6-4 7-5;Andres Andrade;3,23;3,23;1,08;5,64;2025-0692-379;2025,0;False;
Chris Rodesch;2025-04-14;Tallahassee CH;Clay;C;W;R16;6-3 7-6(5);Dmitry Popko;3,17;6,35;2,35;6,3;2025-0692-372;2025,0;False;
Chris Rodesch;2025-04-14;Tallahassee CH;Clay;C;W;R32;6-4 6-1;Juan Carlos Prado Angelo;6,0;4,0;0,0;5,56;2025-0692-357;2025,0;False;
Chris Rodesch;2025-04-07;Sarasota CH;Clay;C;L;R32;6-4 6-4;Emilio Nava;0,0;0,0;15,79;6,0;2025-5069-363;2025,0;False;
Chris Rodesch;2025-03-17;M25 Loule;Hard;25;L;F;3-6 6-1 6-3;Ryan Peniston;3,7;7,41;2,25;6,23;2025-M-ITF-POR-2025-006-501;2025,0;False;
Chris Rodesch;2025-03-17;M25 Loule;Hard;25;W;SF;6-4 6-4;Pedro Araujo;10,34;3,45;1,45;5,8;2025-M-ITF-POR-2025-006-402;2025,0;False;
Chris Rodesch;2025-03-17;M25 Loule;Hard;25;W;QF;6-4 6-4;Federico Bondioli;1,75;5,26;1,54;5,7;2025-M-ITF-POR-2025-006-304;2025,0;False;
Chris Rodesch;2025-03-17;M25 Loule;Hard;25;W;R16;6-3 6-3;Stuart Parker;7,81;4,69;0,0;7,11;2025-M-ITF-POR-2025-006-208;2025,0;False;
Chris Rodesch;2025-03-17;M25 Loule;Hard;25;W;R32;7-6(6) 4-6 7-6(4);Matisse Bobichon;2,63;5,26;1,79;6,71;2025-M-ITF-POR-2025-006-116;2025,0;False;
Chris Rodesch;2025-03-10;Hersonissos 2 CH;Hard;C;L;QF;6-2 7-5;Aslan Karatsev;0,0;12,5;1,67;6,4;2025-2985-379;2025,0;False;
Chris Rodesch;2025-03-10;Hersonissos 2 CH;Hard;C;W;R16;6-1 2-1 RET;Kasidit Samrej;7,69;3,85;0,0;5,2;2025-2985-372;2025,0;False;
Chris Rodesch;2025-03-10;Hersonissos 2 CH;Hard;C;W;R32;7-5 6-4;Marcello Serafini;5,19;7,79;7,87;7,0;2025-2985-358;2025,0;False;
Chris Rodesch;2025-03-03;Hersonissos 1 CH;Hard;C;L;R16;6-4 6-4;Stuart Parker;9,52;6,35;1,56;6,3;2025-2983-374;2025,0;False;
Chris Rodesch;2025-03-03;Hersonissos 1 CH;Hard;C;W;R32;6-4 6-1;Ergi Kirkin;12,28;3,51;1,39;7,12;2025-2983-362;2025,0;False;
Chris Rodesch;2025-02-17;Glasgow CH;Hard;C;L;R32;6-4 6-7(8) 6-4;Daniel Rincon;7,5;2,5;6,0;7,5;2025-7916-360;2025,0;False;
Chris Rodesch;2025-02-10;Tenerife 2 CH;Hard;C;L;R16;7-5 6-3;Dominik Koepfer;1,3;6,49;6,15;7,0;2025-2839-378;2025,0;False;
Chris Rodesch;2025-02-10;Tenerife 2 CH;Hard;C;W;R32;7-6(2) 6-3;Johannus Monday;11,49;1,15;5,33;8,7;2025-2839-369;2025,0;False;
Chris Rodesch;2025-02-10;Tenerife 2 CH;Hard;C;W;Q2;7-6(5) 6-4;Christoph Negritu;6,58;3,95;5,56;6,91;2025-2839-354;2025,0;False;
Chris Rodesch;2025-01-20;M25 Esch/Alzette;Hard;25;L;SF;7-6(3) 7-5;Nicolai Budkov Kjaer;9,59;1,37;5,71;6,08;2025-M-ITF-LUX-2025-001-401;2025,0;False;
Chris Rodesch;2025-01-20;M25 Esch/Alzette;Hard;25;W;QF;6-2 4-6 6-2;Mathias Bourgue;12,31;1,54;3,26;5,0;2025-M-ITF-LUX-2025-001-301;2025,0;False;
Chris Rodesch;2025-01-06;Nottingham CH;Hard;C;L;QF;6-4 6-4;Mika Brunold;4,48;0,0;4,41;6,7;2025-2907-381;2025,0;False;
Chris Rodesch;2025-01-06;Nottingham CH;Hard;C;W;R16;6-4 7-6(4);Johannus Monday;4,0;0,0;6,67;6,82;2025-2907-375;2025,0;False;
Chris Rodesch;2025-01-06;Nottingham CH;Hard;C;W;R32;4-6 7-5 6-4;Ryan Nijboer;9,2;1,15;4,55;5,44;2025-2907-363;2025,0;False;
