Player;Date;Tournament;Surface;Level;Result;Round;Score;Opponent;A%;DF%;vA%;Pts/SG;MatchID;Year;IsTop100;Rank
Abedallah Shelbayh;2024-02-05;Nottingham CH;Hard;C;W;R16;6-4 4-6 6-4;Tristan Lamasine;8,57;2,86;3,33;7,0;2024-2907-288;2024,0;False;
Abedallah Shelbayh;2024-02-05;Nottingham CH;Hard;C;W;R32;6-3 4-6 6-2;Henry Searle;12,33;5,48;6,45;5,62;2024-2907-274;2024,0;False;
Abedallah Shelbayh;2024-01-22;Ottignies-Louvain-la-Neuve CH;Hard;C;L;QF;6-2 7-6(4);Borna Coric;2,78;6,94;8,82;7,2;2024-2837-297;2024,0;False;
Abedallah Shelbayh;2024-01-22;Ottignies-Louvain-la-Neuve CH;Hard;C;W;R16;6-3 6-4;David Goffin;2,7;5,41;10,91;7,4;2024-2837-292;2024,0;False;
Abedallah Shelbayh;2024-01-22;Ottignies-Louvain-la-Neuve CH;Hard;C;W;R32;6-4 6-3;Franco Agamenone;1,75;3,51;13,21;5,7;2024-2837-283;2024,0;False;
Abedallah Shelbayh;2024-01-15;Tenerife CH;Hard;C;L;R32;6-4 7-6(6);Otto Virtanen;1,18;5,88;5,48;7,73;2024-9623-278;2024,0;False;
Abedallah Shelbayh;2024-01-15;Australian Open;Hard;G;L;Q3;2-6 6-1 6-2;Omar Jasika;18,97;13,79;1,32;5,27;2024-580-805;2024,0;False;
Abedallah Shelbayh;2024-01-15;Australian Open;Hard;G;W;Q2;6-7(2) 7-6(5) 6-2;Hamad Medjedovic;12,38;5,71;6,42;6,56;2024-580-782;2024,0;False;
Abedallah Shelbayh;2024-01-15;Australian Open;Hard;G;W;Q1;6-2 6-4;Titouan Droguet;3,28;3,28;10,91;6,78;2024-580-737;2024,0;False;
Abedallah Shelbayh;2024-01-01;Canberra CH;Hard;C;L;Q2;6-2 6-4;Andrea Vavassori;16,98;9,43;16,67;5,89;2024-7393-254;2024,0;False;
Abedallah Shelbayh;2024-01-01;Canberra CH;Hard;C;W;Q1;3-6 6-3 6-4;Hayden Jones;18,57;2,86;5,33;5,0;2024-7393-247;2024,0;False;
Abedallah Shelbayh;2023-11-27;NextGen Finals;Hard;F;L;RR;4-3(5) 3-4(5) 4-1 4-1;Luca Van Assche;6,58;3,95;11,11;6,91;2023-7696-289;2023,0;False;
Abedallah Shelbayh;2023-11-27;NextGen Finals;Hard;F;W;RR;4-2 1-4 4-0 4-0;Alex Michelsen;13,73;3,92;3,64;5,67;2023-7696-287;2023,0;False;
Abedallah Shelbayh;2023-11-27;NextGen Finals;Hard;F;L;RR;3-4(6) 4-2 4-3(5) 4-2;Hamad Medjedovic;11,84;2,63;25,35;6,33;2023-7696-286;2023,0;False;
Abedallah Shelbayh;2023-11-06;Metz;Hard;A;L;R16;6-3 7-5;Lorenzo Sonego;4,29;7,14;16,67;7,0;2023-0341-292;2023,0;False;
Abedallah Shelbayh;2023-11-06;Metz;Hard;A;W;R32;7-6(5) 6-2;Hugo Gaston;7,23;3,61;0,0;8,3;2023-0341-283;2023,0;False;
Abedallah Shelbayh;2023-11-06;Metz;Hard;A;W;Q2;6-4 6-7(5) 6-3;Gijs Brouwer;14,71;2,94;11,34;6,38;2023-0341-253;2023,0;False;
Abedallah Shelbayh;2023-11-06;Metz;Hard;A;W;Q1;6-4 6-3;Dan Added;12,5;4,17;7,41;5,33;2023-0341-247;2023,0;False;
Abedallah Shelbayh;2023-10-23;Ortisei CH;Hard;C;L;R16;4-6 6-3 6-4;Enrico Dalla Valle;2,33;9,3;21,25;6,14;2023-6204-294;2023,0;False;
Abedallah Shelbayh;2023-10-23;Ortisei CH;Hard;C;W;R32;6-1 6-2;Menelaos Efstathiou;12,5;8,93;0,0;7,0;2023-6204-286;2023,0;False;
Abedallah Shelbayh;2023-10-02;Tiburon CH;Hard;C;L;R32;6-0 4-2 RET;Nishesh Basavareddy;6,82;9,09;23,53;7,33;2023-1768-276;2023,0;False;
Abedallah Shelbayh;2023-09-25;Charleston CH;Hard;C;W;F;6-2 6-7(5) 6-3;Oliver Crawford;13,73;4,9;8,43;6,8;2023-2803-300;2023,0;False;
Abedallah Shelbayh;2023-09-25;Charleston CH;Hard;C;W;SF;4-6 6-4 6-3;Ryan Peniston;4,59;3,67;3,85;7,27;2023-2803-298;2023,0;False;
Abedallah Shelbayh;2023-09-25;Charleston CH;Hard;C;W;QF;6-2 6-4;Ethan Quinn;1,92;3,85;7,69;5,78;2023-2803-295;2023,0;False;
Abedallah Shelbayh;2023-09-25;Charleston CH;Hard;C;W;R16;7-5 7-5;Brandon Holt;3,41;3,41;7,41;7,33;2023-2803-288;2023,0;False;
Abedallah Shelbayh;2023-09-25;Charleston CH;Hard;C;W;R32;1-6 6-4 6-4;Mark Lajal;2,9;5,8;4,21;5,31;2023-2803-275;2023,0;False;
Abedallah Shelbayh;2023-09-18;Columbus CH;Hard;C;L;R32;6-4 6-3;Tristan Schoolkate;7,69;4,62;15,62;6,5;2023-8281-272;2023,0;False;
Abedallah Shelbayh;2023-09-11;Rennes CH;Hard;C;L;R32;6-0 6-1;Matteo Martineau;0,0;15,0;4,76;6,67;2023-3503-280;2023,0;False;
Abedallah Shelbayh;2023-08-28;Mallorca CH;Hard;C;L;R32;6-4 7-5;Laurent Lokoli;8,47;3,39;15,66;5,36;2023-7973-271;2023,0;False;
Abedallah Shelbayh;2023-08-07;Cary CH;Hard;C;L;R32;6-3 6-0;Arthur Cazaux;4,55;0,0;18,6;6,29;2023-9560-277;2023,0;False;
Abedallah Shelbayh;2023-07-31;Los Cabos;Hard;A;L;Q2;7-6(3) 6-3;Skander Mansouri;1,41;7,04;11,25;7,1;2023-7480-252;2023,0;False;
Abedallah Shelbayh;2023-07-31;Los Cabos;Hard;A;W;Q1;6-3 6-2;Nick Chappell;9,8;3,92;1,89;5,67;2023-7480-246;2023,0;False;
Abedallah Shelbayh;2023-07-24;Salinas CH;Hard;C;L;QF;7-5 1-6 6-4;Altug Celikbilek;8,08;5,05;3,49;6,6;2023-0059-296;2023,0;False;
Abedallah Shelbayh;2023-07-24;Salinas CH;Hard;C;W;R16;6-2 6-2;Bernard Tomic;6,52;4,35;5,36;5,75;2023-0059-290;2023,0;False;
Abedallah Shelbayh;2023-07-24;Salinas CH;Hard;C;W;R32;7-6(3) 6-7(5) 6-4;Tristan Boyer;2,84;4,96;3,6;8,29;2023-0059-278;2023,0;False;
Abedallah Shelbayh;2023-07-17;Newport;Grass;A;L;R32;6-3 6-4;Rinky Hijikata;1,54;6,15;5,56;6,5;2023-0315-271;2023,0;False;
Abedallah Shelbayh;2023-07-10;Chicago CH;Hard;C;L;R32;6-3 6-4;Yunseong Chung;9,86;8,45;1,79;7,1;2023-2797-284;2023,0;False;
Abedallah Shelbayh;2023-07-03;Bloomfield Hills CH;Hard;C;L;R32;6-3 6-7(4) 7-6(5);James Mccabe;5,05;3,03;7,46;6,19;2023-2883-272;2023,0;False;
Abedallah Shelbayh;2023-06-26;Mallorca;Grass;A;L;R32;6-1 6-4;Roman Safiullin;6,12;8,16;7,14;6,12;2023-8994-272;2023,0;False;
Abedallah Shelbayh;2023-06-26;Mallorca;Grass;A;W;Q2;4-6 7-6(5) 6-4;Arthur Rinderknech;5,36;4,46;7,55;7,0;2023-8994-254;2023,0;False;
Abedallah Shelbayh;2023-06-26;Mallorca;Grass;A;W;Q1;6-3 6-2;Daniel Rincon;7,55;5,66;5,08;5,89;2023-8994-249;2023,0;False;
Abedallah Shelbayh;2023-06-12;Nottingham CH;Grass;C;L;Q2;6-3 4-6 7-6(3);Joris De Loore;11,32;6,6;22,09;6,62;2023-7740-254;2023,0;False;
Abedallah Shelbayh;2023-06-12;Nottingham CH;Grass;C;W;Q1;7-5 6-3;Charles Broom;14,81;0,0;10,34;4,91;2023-7740-247;2023,0;False;
Abedallah Shelbayh;2023-06-05;Surbiton CH;Grass;C;L;Q2;6-3 7-6(2);Bu Yunchaokete;4,62;1,54;2,53;6,5;2023-7297-254;2023,0;False;
Abedallah Shelbayh;2023-06-05;Surbiton CH;Grass;C;W;Q1;6-4 7-6(7);Stuart Parker;1,37;0,0;0,0;6,64;2023-7297-247;2023,0;False;
Abedallah Shelbayh;2023-05-22;Geneva;Clay;A;L;Q1;6-1 6-1;Stefano Travaglia;2,0;4,0;5,56;7,14;2023-0322-244;2023,0;False;
Abedallah Shelbayh;2023-05-15;Tunis CH;Clay;C;L;Q2;6-2 1-0 RET;Damien Wenger;0,0;8,11;0,0;7,4;2023-1541-248;2023,0;False;
Abedallah Shelbayh;2023-05-15;Tunis CH;Clay;C;W;Q1;6-0 6-1;Skander Mezouar;2,44;4,88;3,03;5,86;2023-1541-237;2023,0;False;
Abedallah Shelbayh;2023-04-24;Madrid Masters;Clay;M;L;R128;6-1 6-4;Pedro Cachin;4,84;6,45;5,08;7,75;2023-1536-200;2023,0;False;
Abedallah Shelbayh;2023-04-17;Banja Luka;Clay;A;L;R16;6-4 7-6(4);Miomir Kecmanovic;2,11;8,42;1,43;8,64;2023-2841-291;2023,0;False;
Abedallah Shelbayh;2023-04-17;Banja Luka;Clay;A;W;R32;6-1 7-5;Elias Ymer;5,45;3,64;0,0;6,11;2023-2841-280;2023,0;False;
Abedallah Shelbayh;2023-04-17;Banja Luka;Clay;A;W;Q2;6-4 6-2;Lukas Klein;4,17;8,33;0,0;5,33;2023-2841-251;2023,0;False;
Abedallah Shelbayh;2023-04-17;Banja Luka;Clay;A;W;Q1;7-5 1-6 6-3;Fabian Marozsan;3,12;1,04;3,75;6,86;2023-2841-244;2023,0;False;
Abedallah Shelbayh;2023-04-10;Madrid CH;Clay;C;L;Q1;6-1 6-4;Javier Marti;1,72;10,34;4,17;6,44;2023-9687-246;2023,0;False;
Abedallah Shelbayh;2023-04-03;Murcia CH;Clay;C;L;R16;7-6(4) 7-6(5);Pablo Llamas Ruiz;2,04;4,08;3,61;8,17;2023-9171-290;2023,0;False;
Abedallah Shelbayh;2023-04-03;Murcia CH;Clay;C;W;R32;7-6(3) 6-4;Joao Domingues;14,29;0,0;0,0;7,0;2023-9171-279;2023,0;False;
Abedallah Shelbayh;2023-03-27;Girona CH;Clay;C;L;R32;6-3 4-6 6-4;Ivan Gakhov;3,03;8,08;9,78;7,07;2023-2855-280;2023,0;False;
Abedallah Shelbayh;2023-03-27;Girona CH;Clay;C;W;Q2;3-6 7-5 6-2;Pol Martin Tiffon;5,43;3,26;2,38;6,13;2023-2855-254;2023,0;False;
Abedallah Shelbayh;2023-03-27;Girona CH;Clay;C;W;Q1;6-7(3) 6-3 7-6(4);Alexander Weis;0,0;7,09;1,98;7,47;2023-2855-247;2023,0;False;
Abedallah Shelbayh;2023-03-20;Miami Masters;Hard;M;L;Q1;6-3 6-3;Christopher Eubanks;8,77;7,02;14,58;6,33;2023-0403-112;2023,0;False;
Abedallah Shelbayh;2023-02-20;Doha;Hard;A;L;R32;6-3 3-6 6-4;Soon Woo Kwon;10,34;2,3;12,64;6,21;2023-0451-272;2023,0;False;
Abedallah Shelbayh;2023-02-13;Manama CH;Hard;C;L;F;6-1 6-4;Thanasi Kokkinakis;1,59;1,59;20,34;7,88;2023-9635-300;2023,0;False;
Abedallah Shelbayh;2023-02-13;Manama CH;Hard;C;W;SF;7-5 6-2;Salvatore Caruso;11,59;4,35;4,29;6,9;2023-9635-299;2023,0;False;
Abedallah Shelbayh;2023-02-13;Manama CH;Hard;C;W;QF;6-2 5-7 7-6(2);Jason Kubler;1,09;4,35;8,18;5,75;2023-9635-297;2023,0;False;
Abedallah Shelbayh;2023-02-13;Manama CH;Hard;C;W;R16;6-4 3-6 6-3;Vit Kopriva;2,3;3,45;1,25;6,21;2023-9635-292;2023,0;False;
Abedallah Shelbayh;2023-02-13;Manama CH;Hard;C;W;R32;6-2 6-3;Bekkhan Atlangeriev;5,77;5,77;1,82;6,5;2023-9635-283;2023,0;False;
Abedallah Shelbayh;2023-02-06;Tenerife 3 CH;Hard;C;L;R16;6-1 6-2;Ryan Peniston;3,92;3,92;9,62;7,29;2023-2847-287;2023,0;False;
Abedallah Shelbayh;2023-02-06;Tenerife 3 CH;Hard;C;W;R32;6-4 6-3;Salvatore Caruso;2,7;5,41;1,69;8,22;2023-2847-272;2023,0;False;
Abedallah Shelbayh;2023-02-06;Tenerife 3 CH;Hard;C;W;Q2;6-3 6-2;Daniel Merida Aguilar;2,27;2,27;0,0;4,89;2023-2847-253;2023,0;False;
Abedallah Shelbayh;2023-02-06;Tenerife 3 CH;Hard;C;W;Q1;6-4 3-6 6-2;Steven Diez;3,9;5,19;7,14;5,92;2023-2847-246;2023,0;False;
Abedallah Shelbayh;2022-08-29;Manacor CH;Hard;C;L;SF;6-4 6-4;Zizou Bergs;5,56;2,78;17,39;7,2;2022-7973-299;2022,0;False;
Abedallah Shelbayh;2022-08-29;Manacor CH;Hard;C;W;QF;5-7 6-3 6-1;Dmitry Popko;3,41;4,55;8,11;6,29;2022-7973-297;2022,0;False;
Abedallah Shelbayh;2022-08-29;Manacor CH;Hard;C;W;R16;6-1 4-1 RET;Adrian Menendez Maceiras;20,45;4,55;1,96;7,33;2022-7973-293;2022,0;False;
Abedallah Shelbayh;2022-08-29;Manacor CH;Hard;C;W;R32;6-2 7-5;Dominic Stricker;7,94;3,17;10,13;6,3;2022-7973-285;2022,0;False;
Adam Walton;2026-07-27;ATP Los Cabos;Hard;A;L;R32;6-7(2) 7-6(2) 6-3;Dalibor Svrcina;4,0;3,2;2,54;7,81;2026-7480-365;2026,0;True;
Adam Walton;2026-07-20;Bloomfield Hills Challenger;Hard;C;W;R16;2-6 6-3 7-6(3);Thanasi Kokkinakis;7,29;3,12;11,0;6,4;2026-2883-381;2026,0;True;79,0
Adam Walton;2026-07-20;Bloomfield Hills Challenger;Hard;C;W;R32;3-6 6-1 3-1 RET;Blaise Bicknell;14,29;1,79;5,26;5,6;2026-2883-365;2026,0;True;79,0
Adam Walton;2026-07-20;Bloomfield Hills CH;Hard;C;L;QF;4-6 7-6(4) 6-3;Michael Zheng;6,54;1,87;5,41;7,13;2026-2883-379;2026,0;True;
Adam Walton;2026-07-20;Bloomfield Hills CH;Hard;C;W;R16;2-6 6-3 7-6(3);Thanasi Kokkinakis;7,29;3,12;11,0;6,4;2026-2883-371;2026,0;True;
Adam Walton;2026-07-20;Bloomfield Hills CH;Hard;C;W;R32;3-6 6-1 3-1 RET;Blaise Bicknell;14,29;1,79;5,26;5,6;2026-2883-355;2026,0;True;
Adam Walton;2026-07-06;Newport Challenger;Grass;C;W;QF;6-4 6-4;Arthur Gea;8,2;1,64;8,7;6,1;2026-0315-388;2026,0;True;79,0
Adam Walton;2026-07-06;Newport Challenger;Grass;C;W;R16;6-4 4-6 6-2;Bernard Tomic;15,19;2,53;2,53;5,64;2026-0315-381;2026,0;True;79,0
Adam Walton;2026-07-06;Newport Challenger;Grass;C;W;R32;6-1 6-3;Mackenzie Mcdonald;10,0;5,0;3,92;5,0;2026-0315-367;2026,0;True;79,0
Adam Walton;2026-07-06;Newport CH;Grass;C;L;F;5-7 7-6(8) 6-4;Jacob Fearnley;5,22;6,09;4,85;6,76;2026-0315-385;2026,0;True;
Adam Walton;2026-07-06;Newport CH;Grass;C;W;SF;7-6(2) 6-4;Alex Michelsen;2,56;0,0;6,25;7,09;2026-0315-383;2026,0;True;
Adam Walton;2026-07-06;Newport CH;Grass;C;W;QF;6-4 6-4;Arthur Gea;8,2;1,64;8,7;6,1;2026-0315-380;2026,0;True;
Adam Walton;2026-07-06;Newport CH;Grass;C;W;R16;6-4 4-6 6-2;Bernard Tomic;15,19;2,53;2,53;5,64;2026-0315-373;2026,0;True;
Adam Walton;2026-07-06;Newport CH;Grass;C;W;R32;6-1 6-3;Mackenzie Mcdonald;10,0;5,0;3,92;5,0;2026-0315-359;2026,0;True;
Adam Walton;2026-06-29;Wimbledon;Grass;G;L;R128;4-6 7-6(3) 6-4 6-2;Dino Prizmic;3,54;0,0;6,52;5,65;2026-540-118;2026,0;True;
Adam Walton;2026-06-21;Mallorca;Grass;A;L;R16;6-4 7-5;Alejandro Davidovich Fokina;5,56;1,39;11,54;6,55;2026-8994-371;2026,0;True;
Adam Walton;2026-06-21;Mallorca;Grass;A;W;R32;6-3 6-4;Nick Kyrgios;18,18;1,82;14,71;5,5;2026-8994-359;2026,0;True;
Adam Walton;2026-06-21;Mallorca;Grass;A;W;Q2;6-4 6-1;Antoine Ghibaudo;11,36;0,0;4,55;5,5;2026-8994-357;2026,0;True;
Adam Walton;2026-06-21;Mallorca;Grass;A;W;Q1;6-1 7-5;Federico Bondioli;11,76;3,92;7,69;5,67;2026-8994-352;2026,0;True;
Adam Walton;2026-06-15;ATP London;Grass;A;L;Q1;6-3 6-7(5) 6-3;Harry Wendelken;7,96;5,31;7,96;7,06;2026-0311-349;2026,0;True;79,0
Adam Walton;2026-06-15;Queen's Club;Grass;A;L;Q1;6-3 6-7(5) 6-3;Harry Wendelken;7,96;5,31;7,96;7,06;2026-0311-340;2026,0;True;
Adam Walton;2026-06-01;Tyler CH;Hard;C;W;F;7-5 6-1;Andre Ilagan;23,91;2,17;7,27;4,6;2026-2873-385;2026,0;True;
Adam Walton;2026-06-01;Tyler CH;Hard;C;W;SF;6-4 6-4;Liam Draxl;9,09;1,82;5,56;5,5;2026-2873-384;2026,0;True;
Adam Walton;2026-06-01;Tyler CH;Hard;C;W;QF;6-2 6-2;Timo Legout;6,98;4,65;4,76;5,38;2026-2873-382;2026,0;True;
Adam Walton;2026-06-01;Tyler CH;Hard;C;W;R16;6-2 6-2;Andres Martin;5,56;5,56;5,0;6,75;2026-2873-378;2026,0;True;
Adam Walton;2026-06-01;Tyler CH;Hard;C;W;R32;4-6 7-6(4) 6-1;Tung Lin Wu;25,0;2,38;6,25;6,0;2026-2873-370;2026,0;True;
Adam Walton;2026-05-04;Wuxi CH;Hard;C;L;QF;6-2 6-0;Bu Yunchaokete;5,8;2,9;5,77;9,86;2026-2921-382;2026,0;True;
Adam Walton;2026-05-04;Wuxi CH;Hard;C;W;R16;6-3 7-6(1);James Mccabe;11,59;2,9;20,83;6,27;2026-2921-378;2026,0;True;
Adam Walton;2026-05-04;Wuxi CH;Hard;C;W;R32;6-4 6-4;Yu Hsiou Hsu;11,32;1,89;6,45;5,3;2026-2921-370;2026,0;True;
Adam Walton;2026-04-27;Jiujiang CH;Hard;C;L;F;7-5 7-6(4);Coleman Wong;4,11;0,0;11,36;6,08;2026-3083-385;2026,0;True;
Adam Walton;2026-04-27;Jiujiang CH;Hard;C;W;SF;6-2 3-6 7-6(5);Alex Bolt;11,49;2,3;12,36;6,21;2026-3083-384;2026,0;True;
Adam Walton;2026-04-27;Jiujiang CH;Hard;C;W;QF;6-1 6-7(5) 7-6(3);Alexis Galarneau;6,19;0,0;4,63;6,47;2026-3083-381;2026,0;True;
Adam Walton;2026-04-27;Jiujiang CH;Hard;C;W;R16;5-7 6-3 7-6(4);Tung Lin Wu;13,16;1,75;5,26;6,71;2026-3083-376;2026,0;True;
Adam Walton;2026-04-27;Jiujiang CH;Hard;C;W;R32;6-3 6-2;Jie Cui;15,91;4,55;6,0;4,89;2026-3083-366;2026,0;True;
Adam Walton;2026-04-22;Madrid Masters;Clay;M;L;R64;6-2 6-3;Karen Khachanov;5,33;2,67;9,09;8,33;2026-1536-310;2026,0;True;
Adam Walton;2026-04-22;Madrid Masters;Clay;M;W;R128;6-2 6-3;Martin Landaluce;1,69;0,0;2,08;6,56;2026-1536-278;2026,0;True;
Adam Walton;2026-04-13;Busan CH;Hard;C;L;QF;6-4 7-6(6);Bu Yunchaokete;10,26;2,56;14,93;7,09;2026-1741-379;2026,0;True;
Adam Walton;2026-04-13;Busan CH;Hard;C;W;R16;6-4 6-7(2) 6-3;James Trotter;9,78;1,09;5,38;5,75;2026-1741-371;2026,0;True;
Adam Walton;2026-04-13;Busan CH;Hard;C;W;R32;6-2 5-7 6-2;Yu Hsiou Hsu;7,78;1,11;2,25;6,43;2026-1741-355;2026,0;True;
Adam Walton;2026-03-30;Houston;Clay;A;L;R32;6-2 6-3;Roman Andres Burruchaga;4,08;0,0;1,59;6,12;2026-0717-366;2026,0;True;
Adam Walton;2026-03-23;Morelia CH;Hard;C;L;R32;6-3 7-5;Luka Pavlovic;4,62;4,62;16,13;5,91;2026-2991-355;2026,0;True;
Adam Walton;2026-03-18;Miami Masters;Hard;M;L;R64;3-6 6-2 6-4;Jakub Mensik;7,23;0,0;19,28;6,38;2026-0403-311;2026,0;True;
Adam Walton;2026-03-18;Miami Masters;Hard;M;W;R128;6-2 6-2;Sebastian Baez;17,02;2,13;4,44;5,88;2026-0403-279;2026,0;True;
Adam Walton;2026-03-18;Miami Masters;Hard;M;W;Q2;6-3 6-7(2) 6-1;Rinky Hijikata;4,81;0,96;3,23;6,93;2026-0403-269;2026,0;True;
Adam Walton;2026-03-18;Miami Masters;Hard;M;W;Q1;6-2 6-4;Chris Rodesch;19,3;1,75;26,42;6,33;2026-0403-252;2026,0;True;
Adam Walton;2026-03-10;Cap Cana CH;Hard;C;L;SF;6-3 7-5;Mattia Bellucci;7,41;0,0;15,94;5,4;2026-2975-384;2026,0;True;
Adam Walton;2026-03-10;Cap Cana CH;Hard;C;W;QF;2-6 7-5 6-2;Miomir Kecmanovic;7,59;7,59;8,16;5,64;2026-2975-382;2026,0;True;
Adam Walton;2026-03-10;Cap Cana CH;Hard;C;W;R16;6-4 6-2;Andres Andrade;14,29;2,38;1,96;4,67;2026-2975-377;2026,0;True;
Adam Walton;2026-03-10;Cap Cana CH;Hard;C;W;R32;7-6(5) 6-1;Nicolas Jarry;8,33;6,67;11,48;6,0;2026-2975-368;2026,0;True;
Adam Walton;2026-03-04;Indian Wells Masters;Hard;M;L;R64;7-6(3) 7-6(8);Learner Tien;11,96;0,0;10,98;7,67;2026-0404-313;2026,0;True;
Adam Walton;2026-03-04;Indian Wells Masters;Hard;M;W;R128;6-3 6-3;Quentin Halys;18,75;1,56;15,56;7,11;2026-0404-281;2026,0;True;
Adam Walton;2026-02-23;Acapulco;Hard;A;L;R32;7-6(1) 7-6(3);Aleksandar Kovacevic;6,98;1,16;18,07;7,17;2026-0807-361;2026,0;True;
Adam Walton;2026-02-16;Delray Beach;Hard;A;L;R16;7-6(11) 6-3;Tommy Paul;9,21;0,0;14,49;7,6;2026-0499-377;2026,0;True;
Adam Walton;2026-02-16;Delray Beach;Hard;A;W;R32;7-6(4) 6-3;Gabriel Diallo;7,04;0,0;6,9;6,45;2026-0499-369;2026,0;True;
Adam Walton;2026-02-16;Delray Beach;Hard;A;L;Q2;6-3 6-4;Sho Shimabukuro;6,45;4,84;19,12;6,89;2026-0499-358;2026,0;True;
Adam Walton;2026-02-16;Delray Beach;Hard;A;W;Q1;6-3 4-6 6-4;Nicolas Moreno De Alboran;16,25;2,5;6,02;5,33;2026-0499-354;2026,0;True;
Adam Walton;2026-02-09;Dallas;Hard;A;L;R32;6-4 6-2;Adrian Mannarino;7,55;0,0;8,93;5,89;2026-0424-356;2026,0;True;
Adam Walton;2026-02-02;Brisbane 1 CH;Hard;C;L;R32;4-6 6-3 6-4;Naoki Nakagawa;20,27;1,35;15,96;5,29;2026-2967-370;2026,0;True;
Adam Walton;2026-01-19;Australian Open;Hard;G;L;R128;6-3 7-6(2) 6-2;Carlos Alcaraz;4,4;4,4;9,64;6,5;2026-580-100;2026,0;True;
Adam Walton;2026-01-12;Adelaide;Hard;A;L;Q2;6-2 7-6(9);Quentin Halys;11,11;3,7;19,3;8,1;2026-8998-348;2026,0;True;
Adam Walton;2026-01-12;Adelaide;Hard;A;W;Q1;6-2 3-6 7-6(2);Jake Delaney;10,0;2,0;13,27;7,14;2026-8998-342;2026,0;True;
Adam Walton;2026-01-04;Brisbane;Hard;A;L;R32;6-3 6-2;Rinky Hijikata;8,33;2,08;12,96;6,0;2026-0339-352;2026,0;True;
Adam Walton;2025-11-02;Athens;Hard;A;L;R32;7-6(7) 6-7(6) 7-5;Alejandro Tabilo;17,39;4,35;9,52;6,39;2025-5100-370;2025,0;True;
Adam Walton;2025-10-27;Paris Masters;Hard;M;L;Q1;3-6 6-2 6-4;Aleksandar Vukic;10,23;1,14;18,6;6,29;2025-0352-302;2025,0;True;
Adam Walton;2025-10-20;Basel;Hard;A;L;Q1;6-4 6-1;Marin Cilic;8,47;6,78;25,58;7,38;2025-0328-343;2025,0;True;
Adam Walton;2025-10-13;Almaty;Hard;A;L;R16;7-5 7-6(0);Daniil Medvedev;8,7;1,45;14,44;5,75;2025-9410-372;2025,0;True;
Adam Walton;2025-10-13;Almaty;Hard;A;W;R32;7-6(4) 6-7(3) 6-2;Tristan Schoolkate;9,09;0,91;18,75;6,88;2025-9410-360;2025,0;True;
Adam Walton;2025-10-06;Jinan CH;Hard;C;L;R16;6-4 6-3;Brandon Holt;13,79;10,34;10,91;5,8;2025-7746-371;2025,0;True;
Adam Walton;2025-10-06;Jinan CH;Hard;C;W;R32;3-6 7-5 6-4;Fajing Sun;10,78;3,92;3,25;6,38;2025-7746-355;2025,0;True;
Adam Walton;2025-10-01;Shanghai Masters;Hard;M;L;R128;7-6(6) 6-1;Mattia Bellucci;5,56;1,85;15,52;6,0;2025-5014-277;2025,0;True;
Adam Walton;2025-09-24;Tokyo;Hard;A;L;Q1;6-2 6-4;Rei Sakamoto;3,08;6,15;15,22;7,22;2025-0329-342;2025,0;True;
Adam Walton;2025-09-17;Hangzhou;Hard;A;L;R32;7-5 6-3;Sebastian Korda;4,69;4,69;32,26;6,4;2025-4713-360;2025,0;True;
Adam Walton;2025-08-25;US Open;Hard;G;L;R64;7-6(5) 6-2 4-6 6-4;Coleman Wong;5,19;4,44;16,15;6,75;2025-560-174;2025,0;True;
Adam Walton;2025-08-25;US Open;Hard;G;W;R128;6-4 7-6(4) 5-7 6-1;Ugo Humbert;12,71;4,24;14,39;5,62;2025-560-120;2025,0;True;
Adam Walton;2025-08-17;Winston-Salem;Hard;A;L;R64;2-6 7-5 6-3;Botic Van De Zandschulp;7,61;3,26;16,3;6,57;2025-6242-351;2025,0;True;
Adam Walton;2025-08-07;Cincinnati Masters;Hard;M;L;R32;7-6(5) 7-6(3);Jiri Lehecka;6,17;2,47;23,94;6,75;2025-0422-345;2025,0;True;
Adam Walton;2025-08-07;Cincinnati Masters;Hard;M;W;R64;6-7(0) 6-4 6-1;Daniil Medvedev;4,72;1,89;22,22;7,07;2025-0422-319;2025,0;True;
Adam Walton;2025-08-07;Cincinnati Masters;Hard;M;W;R128;4-6 7-6(3) 6-1;Mariano Navone;1,04;4,17;6,6;6,86;2025-0422-287;2025,0;True;
Adam Walton;2025-07-27;Canada Masters;Hard;M;L;R64;7-6(6) 6-4;Alexander Zverev;6,17;7,41;11,48;7,36;2025-0421-338;2025,0;True;
Adam Walton;2025-07-27;Canada Masters;Hard;M;W;R128;4-6 6-0 6-3;Benjamin Bonzi;14,89;4,26;4,94;7,23;2025-0421-306;2025,0;True;
Adam Walton;2025-07-14;Los Cabos;Hard;A;L;SF;6-2 6-2;Denis Shapovalov;8,11;5,41;13,46;4,62;2025-7480-383;2025,0;True;
Adam Walton;2025-07-14;Los Cabos;Hard;A;W;QF;3-6 6-3 6-4;James Duckworth;12,35;6,17;5,88;5,79;2025-7480-379;2025,0;True;
Adam Walton;2025-07-14;Los Cabos;Hard;A;W;R16;6-1 6-0;Nishesh Basavareddy;2,5;0,0;2,38;5,71;2025-7480-372;2025,0;True;
Adam Walton;2025-07-14;Los Cabos;Hard;A;W;R32;7-6(5) 6-2;Rodrigo Pacheco Mendez;5,97;1,49;0,0;6,7;2025-7480-361;2025,0;True;
